.de,0.0833333333
.fr,0.0769230769
.eu,0.0666666667
.uk,0.0625
.nl,0.0588235294
.ru,0.0555555556
.br,0.0526315789
.au,0.05
.ca,0.0476190476
.it,0.0454545455
.es,0.0434782609
.ch,0.0416666667
.se,0.04
.no,0.0384615385
.dk,0.037037037
.fi,0.0357142857
.be,0.0344827586
.pl,0.0333333333
.cz,0.0322580645
.at,0.03125
.ie,0.0303030303
.nz,0.0294117647
.in,0.0285714286
.jp,0.0277777778
.kr,0.027027027
.cn,0.0263157895
.tw,0.0256410256
.hk,0.025
.sg,0.0243902439
.my,0.0238095238
.id,0.023255814
.sa,0.0227272727
.ae,0.0222222222
.qa,0.0217391304
.il,0.0212765957
.tr,0.0208333333
.gr,0.0204081633
.pt,0.02
.hu,0.0196078431
.ro,0.0192307692
.sk,0.0188679245
.si,0.0185185185
.hr,0.0181818182
.bg,0.0178571429
.lt,0.0175438596
.lv,0.0172413793
.ee,0.0169491525
.is,0.0166666667
.lu,0.0163934426
.li,0.0161290323
.sm,0.0158730159
.mc,0.015625
.md,0.0153846154
.by,0.0151515152
.ua,0.0149253731
.kz,0.0147058824
.uz,0.0144927536
.ge,0.0142857143
.am,0.014084507
.az,0.0138888889
.tm,0.0136986301
.kg,0.0135135135
.tj,0.0133333333
.mn,0.0131578947
.vn,0.012987013
.ph,0.0128205128
.th,0.0126582278
.lk,0.0125
.bd,0.012345679
.pk,0.012195122
.af,0.0120481928
.ir,0.0119047619
.iq,0.0117647059
.sy,0.011627907
.jo,0.0114942529
.lb,0.0113636364
.kw,0.0112359551
.om,0.0111111111
.bh,0.010989011
.ye,0.0108695652
